AAPL,AMZN,BABA,BBY,GE,GM,GOOG,MA,PFE,RRC,SBUX,T,WMT,XOM
0.2474585324525833,,,0.12591411173343658,10.973880767822266,,,,0.881727933883667,3.257781982421875,,1.3451236486434937,1.1317416429519653,3.7972607612609863
0.2614985406398773,,,0.13116039335727692,11.356679916381836,,,,0.9007582664489746,3.257781982421875,,1.3635493516921997,1.1884866952896118,3.7972607612609863
0.2632535994052887,,,0.1468997597694397,11.335421562194824,,,,0.9039303660392761,3.257781982421875,,1.3398586511611938,1.1884866952896118,3.7592875957489014
0.2641318738460541,,,0.1442769467830658,11.271623611450195,,,,0.9182023406028748,3.257781982421875,,1.328877568244934,1.1821818351745605,3.721315383911133
0.26500916481018066,,,0.1442769467830658,11.165282249450684,,,,0.9102732539176941,3.257781982421875,,1.2648353576660156,1.1695713996887207,3.7023303508758545
0.26676419377326965,,,0.13378378748893738,11.229083061218262,,,,0.9023444652557373,3.257781982421875,,1.2861824035644531,1.1853336095809937,3.7592875957489014
0.2641318738460541,,,0.13378378748893738,10.995147705078125,,,,0.8833135962486267,3.257781982421875,,1.2568299770355225,1.1538090705871582,3.6833441257476807
0.25272393226623535,,,0.13116039335727692,11.016406059265137,,,,0.8991723656654358,3.257781982421875,,1.2221403121948242,1.1538090705871582,3.7023303508758545
0.24219383299350739,,,0.12853752076625824,11.016406059265137,,,,0.8896574974060059,3.257781982421875,,1.2328146696090698,1.1664189100265503,3.721315383911133
0.24219383299350739,,,0.12591411173343658,10.73993968963623,,,,0.8737984895706177,3.257781982421875,,1.1954562664031982,1.1222844123840332,3.6263837814331055
0.2404388040304184,,,0.12853752076625824,10.654870986938477,,,,0.8722129464149475,3.257781982421875,,1.1767774820327759,1.1065218448638916,3.6738486289978027
0.24482613801956177,,,0.13116039335727692,10.761208534240723,,,,0.881727933883667,3.257781982421875,,1.2007924318313599,1.1254366636276245,3.654862642288208
0.23341841995716095,,,0.13116039335727692,10.718666076660156,,,,0.881727933883667,3.257781982421875,,1.1687713861465454,1.1128264665603638,3.59790301322937
0.22727623581886292,,,0.12853752076625824,10.825010299682617,,,,0.8960002660751343,3.257781982421875,,1.1901195049285889,1.0939120054244995,3.6453702449798584
0.2404388040304184,,,0.13640718162059784,11.037684440612793,,,,0.8944148421287537,3.257781982421875,,1.1954562664031982,1.0970642566680908,3.692836284637451
0.23341841995716095,,,0.13378378748893738,10.697402954101562,,,,0.8801422119140625,3.257781982421875,,1.1607666015625,1.0686920881271362,3.569425106048584
0.23692822456359863,,,0.1468997597694397,10.676138877868652,,,,0.8690415024757385,3.257781982421875,,1.1687713861465454,1.0686920881271362,3.57891845703125
0.2386832982301712,,,0.1442769467830658,10.761208534240723,,,,0.8769704699516296,3.257781982421875,,1.1767774820327759,1.074997067451477,3.569425106048584
0.2395612746477127,,,0.1468997597694397,10.548535346984863,,,,0.864284098148346,3.257781982421875,,1.139418601989746,1.0560822486877441,3.493481159210205
0.22990860044956207,,,0.1442769467830658,10.633604049682617,,,,0.8595262765884399,3.257781982421875,,1.128745198249817,1.0623868703842163,3.55043888092041
0.23341841995716095,,,0.1442769467830658,10.506002426147461,,,,0.8690415024757385,3.257781982421875,,1.1260768175125122,1.0686920881271362,3.569425106048584
0.2386832982301712,,,0.14165355265140533,10.506002426147461,,,,0.8595262765884399,3.257781982421875,,1.1154030561447144,1.059234619140625,3.569425106048584
0.2386832982301712,,,0.1442769467830658,10.591071128845215,,,,0.8690415024757385,3.257781982421875,,1.128745198249817,1.074997067451477,3.569425106048584
0.2360508292913437,,,0.14952321350574493,10.506002426147461,,,,0.8753849267959595,3.257781982421875,,1.1474244594573975,1.0623868703842163,3.569425106048584
0.2404388040304184,,,0.14952321350574493,10.506002426147461,,,,0.8801422119140625,3.257781982421875,,1.1607666015625,1.059234619140625,3.635875701904297
0.2457035928964615,,,0.15476946532726288,10.506002426147461,,,,0.8862211108207703,3.257781982421875,,1.1767774820327759,1.052929162979126,3.6453702449798584
0.24394862353801727,,,0.15476946532726288,10.548535346984863,,,,0.8750236630439758,3.257781982421875,,1.1447557210922241,1.0497764348983765,3.6338346004486084
0.23341841995716095,,,0.15214663743972778,10.654870986938477,,,,0.867024838924408,3.257781982421875,,1.1527609825134277,1.0781488418579102,3.691514492034912
0.2316635698080063,,,0.16263915598392487,10.718666076660156,,,,0.8734235763549805,3.257781982421875,,1.1100660562515259,1.0718441009521484,3.701127290725708
0.2404388040304184,,,0.16263915598392487,10.761208534240723,,,,0.8574274182319641,3.257781982421875,,1.1314141750335693,1.100216031074524,3.710742473602295
0.2386832982301712,,,0.1600157767534256,10.591071128845215,,,,0.8622264266014099,3.257781982421875,,1.120740294456482,1.081302285194397,3.624222755432129
0.24219383299350739,,,0.15476946532726288,10.569807052612305,,,,0.8654248118400574,3.257781982421875,,1.1314141750335693,1.0844544172286987,3.6338346004486084
0.2404388040304184,,,0.1600157767534256,10.591071128845215,,,,0.8702244758605957,3.257781982421875,,1.1367506980895996,1.0844544172286987,3.6146059036254883
0.2404388040304184,,,0.15739285945892334,10.654870986938477,,,,0.8718239665031433,3.257781982421875,,1.1634347438812256,1.0970642566680908,3.729966640472412
0.23769153654575348,,,0.15476946532726288,10.548535346984863,,,,0.8494288325309753,3.257781982421875,,1.158097743988037,1.081302285194397,3.691514492034912
0.2359308898448944,,,0.15739285945892334,10.35713005065918,,,,0.8318321704864502,3.257781982421875,,1.1314141750335693,1.052929162979126,3.643446922302246
0.23945216834545135,,,0.15739285945892334,10.293327331542969,,,,0.8158352375030518,3.257781982421875,,1.123408555984497,1.0497764348983765,3.662674903869629
0.2324099838733673,,,0.15739285945892334,10.335858345031738,,,,0.7582473754882812,3.257781982421875,,1.123408555984497,1.034014344215393,3.624222755432129
0.23417048156261444,,,0.15739285945892334,10.293327331542969,,,,0.7198547720909119,3.257781982421875,,1.1314141750335693,1.02455735206604,3.624222755432129
0.23945216834545135,,,0.15739285945892334,10.420936584472656,,,,0.7166553139686584,3.257781982421875,,1.1447557210922241,1.0560822486877441,3.710742473602295
